userName,score,at,content
andy junior,5,10/5/2022 16:52,"aplikasi super, Sangat membantu dalam perjalanan, sangat rekomendasi untuk traveling"
Agus Hadiana,5,10/5/2022 16:31,Memudahkan transaksi
Junaidil 85,5,10/5/2022 15:47,sangat terbantu dengan aplikasi traveloka ini.
maulid iriandi,5,10/5/2022 14:26,mantap
siti aidah,5,10/5/2022 14:07,maen kan game nya
Ahmad Nain,5,10/5/2022 14:06,sangat bagus
Indry Salikun,5,10/5/2022 13:55,sangat baik dan sangat membantu
Edwin Sobirin Sobirin,5,10/5/2022 13:50,"simple, easy"
Henri Hermawan,5,10/5/2022 13:44,Jos gandos
Arief NR,5,10/5/2022 13:39,mantap
Andi Setiawan,3,10/5/2022 11:27,Setelah di update pesen makanan sekarang GK bisa bayar pke payleter padahal sangat membantu.
Endik Irawan,4,10/5/2022 11:21,"TRIms Traveloka,pesan jadi lebih mudah."
Nur Arifin,1,10/5/2022 11:10,Kenapa buat verivikasi virtual number ga bisa terus? Ada kendala sistem terus?? Makin susah amat
Temmy Andriato,5,10/5/2022 10:50,Membuat liburan lebih mudah
nyoman suryada Suryada,4,10/5/2022 10:01,Saya sdh lama memakai aplikasi Traveloka dan juga paylater (BRI paylater). Tetapi tiba2 ketika update aplikasi malah paylater BRI menghilang dari applikasi. Yg ada malah disuruh daftar ulang aplikasi paylater dgn limit std 10 juta. Apa maksudnya ini? Apa karena limit saya sdh dinaikan oleh bank atau Traveloka sdh gak kerja sama dgn BRI?
risa kaledupa,4,10/5/2022 9:08,mantap
Hannoy yesjudespisan,5,10/5/2022 9:07,𝘚𝘢𝘯𝘨𝘢𝘵 𝘮𝘦𝘮𝘣𝘢𝘯𝘵𝘶 𝘣𝘢𝘯𝘨𝘦𝘵𝘵 𝘱𝘰𝘬𝘰𝘬𝘯𝘺𝘢. 👍👍👍
Gilbert Fidelyo,1,10/5/2022 8:55,Sangat kecewa dengan penanganan cs nya
Julius Meta Jiwa,5,10/5/2022 8:55,good
Caves Nando,5,10/5/2022 8:48,good
galih dewanty,5,10/5/2022 7:34,diskonnya kurang banyak buat hotel..100rb gt 200rb..
Djanuar Rizki,5,10/5/2022 7:29,selalu menjadi pilihan utama utk traveling... pokoknya terbaik...!!!
Adi Sutanto,5,10/5/2022 6:51,proses sangat cepat
mulham movic,5,10/5/2022 6:48,membantu
Thear Atjeh (Bachtiar Arsyen),4,10/5/2022 5:26,Dicoba fitur barunya kak
Firna Ina,5,10/5/2022 5:00,Cek ri cek tuk traveling dsni aj lmyn recomended dan hrgnya sesuai bujet
Muh Syarif,5,10/5/2022 4:45,"Langganan terbang kapanpun & kemanapun, Instan dan Murahh + banyak promonya, Terima kasih traveloka"
Gunawan Jati Nugroho,5,10/5/2022 2:47,good
Mohammad Rafi,5,10/5/2022 2:05,Hebat traveloka murah cara check in mudah aku dah langganan
monosok kodok,5,10/5/2022 1:27,bagus
Iqbal Nasution,5,10/5/2022 1:04,"mantap,memudahkan segala kebutuhan saya dan keluarga 👍"
Wangsa YT,5,10/5/2022 0:54,ok
Bang Ojan,1,10/5/2022 0:45,"TOT, APLIKASI GOBLOG."
Ad fhiram,5,10/5/2022 0:44,"terima kasih traveloka, memudahkan urusan travelling"
Ali Mahyu.k Wahyu,5,10/4/2022 23:54,mantap
Desak Made Sukerni,5,10/4/2022 21:34,"sangat membantu untuk pemesanan tiket pesawat, terimakasih banyak"
Syahid Hidayat,5,10/4/2022 16:45,Ok
Abdi Putra,5,10/4/2022 16:14,Mantap
sri widyastuti,5,10/4/2022 15:03,Alhamdulillah sangat terbantu untuk pemesanan tiket pesawat. hanya dengan di rumah sdh bisa mendapatkan semuanya. trimksh byk Traveloka
Eriawan BS Metro TV,5,10/4/2022 14:39,goof
Nurohman Nurohman,5,10/4/2022 14:30,mantab bisa buat opsi
Suhardi Bilal,5,10/4/2022 14:04,sangat cepat dan murah
Damean Manurung,5,10/4/2022 14:04,terimah kasih
Uus Sumiyati,4,10/4/2022 13:51,cukup membantu dan memudahkan pemesan
Wima Lianty,5,10/4/2022 13:40,paling suka pakai app traveloka
Laode Hasruddin,4,10/4/2022 13:36,#ok ok
Deden Edi,3,10/4/2022 13:18,BIASA AZZA
Rusdi Anto s,4,10/4/2022 12:54,Tingkatkan terus yg terbaik
alea finanda,5,10/4/2022 12:52,ok
Fario Kids,5,10/4/2022 12:52,mau coba aplikasi lain males. sdh terbiasa. tolong jgn turunkan mutu pelayanan ya. dan yg jelas jgn suruh2 update aplikasi. hp saya jadul.
Rendi Rendi,5,10/4/2022 11:49,suka sekaliiiii
Yasin Yusuf,5,10/4/2022 11:27,no e
Yoram Akuray,4,10/4/2022 11:13,sangat bagus
iki satiya,5,10/4/2022 11:07,sangat cepat
dhimas wimba,1,10/4/2022 10:49,Tidak di rekomendasikan
rijintarigan gersang,4,10/4/2022 10:40,baik
Done Asri,5,10/4/2022 10:33,Sukses selalu amanah
Muhamad Ebi,1,10/4/2022 9:37,Mengenai virtual number seperti credit card. Kenapa tiba tiba saya melakukan transaksi di tanggal 27 September? Padahal saya hanya memakai sekali di tgl 15. Udah hubungi cs pun cuma di suru nunggu tanpa solusi. Tolong di follow up
