"","klasifikasi","score","text"
"1044","Positif",3,"aasi yg    i terimakasih traveloka  membantu es refund elian tiket hotel sayasemoga cebalik dana  cs nya ramah sekalibalasan ce aasi  elian tiket an teraya"
"1045","Netral",0,"the best"
"1046","Netral",0,"nice"
"1047","Netral",0,"excellent"
"1048","Positif",1," runannya  sesuai titik lokasi"
"1049","Netral",0,"tis  ceesnya"
"1050","Positif",1,"cepat"
"1051","Netral",0,"hell"
"1052","Positif",2,"mbantu banget aternya  terbaik acc nya"
"1053","Netral",0,"cemudah  tis"
"1054","Netral",0,"mantaaveloka"
"1055","Netral",0,"ok"
"1056","Netral",0,"ok"
"1057","Positif",1,"traveloka  esional  ent    kirim email  refund butuh    perbaiki manajemen  kualitas"
"1058","Positif",2,"tereveloka smg  menjd rik nggan yg aman  nyaman  konsumen drmnberd smin"
"1059","Positif",1,"traveloka  cocok   kendaraan  travel bus wat dll jam nya  keberangkatan taanya estimasi saran  aasi  tutuja"
"1060","Netral",0," memuaskan"
"1061","Netral",0,"hati i traveloka order  dibatalkan refund gak full  kena charge biaya cicilan   kesalahan  kai traveloka"
"1062","Netral",0,"terimakasih"
"1063","Netral",0,"aasi   membantu   sy  keuan mendesak  alanan wat maudan  recommended makasih traveloka sukses  good luck"
"1064","Netral",0,"good"
"1065","Negatif",-1,"kakapakai araveloka ngk  refund hak orang ngk  hati ano"
"1066","Netral",0,"baguslah"
"1067","Netral",0,"traveloka is the bestmurahceakurat mantap"
"1068","Netral",0,""
"1069","Netral",0,"ok"
"1070","Netral",0," membantu"
"1071","Netral",0,"cedan tis"
"1072","Positif",1,"keren"
"1073","Netral",0,"ok"
"1074","Netral",0,"good"
"1075","Netral",0,"ok"
"1076","Netral",0,"menu nya   hilang sei traveloka eats  traveloka mart"
"1077","Netral",0,"encess"
"1078","Positif",1,"bagus"
"1079","Netral",0,"mantap"
"1080","Netral",0,"oke"
"1081","Netral",0,"ok"
"1082","Negatif",-1," n tiket tanggal   november tibatiba  sore  mendaan email  rbangan   batalkan  maskalion air  haraaveloka   tangkangan   "
"1083","Netral",0,"ect"
"1084","Netral",0,"mudah dii"
"1085","Positif",4,"aasi terbaik  teraya  traveling han moda transasi wat kereta inahotel hostel gh   info wisata pembayaran fleksibel  tersedia ater  mudah  dgn cicilan rasional saran  ditambah   elian tiket kalaut  u su  lengkan terde"
"1086","Positif",1," bagus "
"1087","Positif",1,"bagus"
"1088","Netral",0,"ceteakurat"
"1089","Netral",0,"cedan simple"
"1090","Netral",0,"terimakasih traveloka"
"1091","Netral",0,"ok"
"1092","Netral",0,"mantul traveloka"
"1093","Netral",0,"mantangetbanyak discount"
"1094","Positif",2,"alhamdulillah  traveloka  membantu   es refund   ce terimakasih traveloka "
"1095","Netral",0," mudahnya  elian tiket"
"1096","Netral",0,"gam tanibet"
"1097","Positif",1,"cedan teharga nyaman"
"1098","Positif",1,"aasi terbaik"
"1099","Negatif",-1," ani  membantu bt sya tekarnga  buruk aya  "
"1100","Netral",0,"aasi  membantu  mantalam  tranfortasi"
"1101","Netral",0,"mantap"
"1102","Netral",0,""
"1103","Netral",0," membantu   user friendly  mudah  mengerti"
"1104","Positif",1," later memudahkan "
"1105","Negatif",-1,"ga  kenaa  acc at nya"
"1106","Netral",0,"easy and safety"
"1107","Netral",0,"membantu"
"1108","Netral",0,"ok"
"1109","Netral",0,"mantaedbf"
"1110","Netral",0," "
"1111","Positif",1,"terbaik"
"1112","Positif",1,"bagus    wat "
"1113","Netral",0,"jtmucc"
"1114","Positif",1,"ole bagus"
"1115","Netral",0,"yanannya  cedam "
"1116","Netral",0,"ok "
"1117","Positif",1,"bagus bgt"
"1118","Netral",0,"sumsangat kecewa pakai traveloka  sih enak taakin kesini  aneh layanan refund paylater gak  urus samekarang  gak   i traveloka"
"1119","Positif",1," mudah   cepat"
"1120","Netral",0," mudah  "
"1121","Negatif",-1,"traveloka ater     i  eat delivery ya"
"1122","Positif",1,"terbaik"
"1123","Netral",0," dr rb mitra terdekarna tulayanan eats"
"1124","Netral",0,"n tiket   mudah"
"1125","Netral",0," membantu "
"1126","Netral",0,"yanan a mantaap"
"1127","Positif",3,"kecewa klok beli tiket  batalkan sek rugi  karna tunggu embalian dana yg   dana yg  kembalikan   ng biaya   anggungbjawaban   inibukan  memotong biaya dri nggan"
"1128","Positif",6,"aasi   bagus   suka  aaja terima kasih udah  aasi    nyaman memakai aasi  terima kasih"
"1129","Positif",2,"   sesuai ram sistem es"
"1130","Positif",1,"tausah banget  lolos ajuan later"
"1131","Netral",0,"mantap"
"1132","Netral",0," memuaskan"
"1133","Netral",0," blm bokep"
"1134","Positif",1,"keren   membantu"
"1135","Positif",1," biaya layanan  mahal"
"1136","Negatif",-2," udah ga  traveloka eats ya"
"1137","Positif",1,"bagus"
"1138","Netral",0,"good job"
"1139","Positif",1,"bagus"
"1140","Netral",0,"membantu "
"1141","Netral",0,"mantap"
"1142","Negatif",-1,"refund tiket  sesuai  informasi estimasinya    beli tiket  jutaan kembalinya  rbuan info  maskasebagai alasan utamanyageh syukur  ngembaliin ya walaucuma rbuan"
"1143","Netral",0,"nice"
"1144","Positif",1,"bagus membantu"
"1145","Netral",0,"terimakasih traveloka "
"1146","Netral",0,"nice"
"1147","Netral",0,"mkasih  slalu i traveloka"
"1148","Netral",0,"flag inae"
"1149","Netral",0,"geje"
"1150","Netral",0,"quick resexcellent"
"1151","Positif",2,"terima kasih traveloka harga jadwal  jenis rbangan   membantu  variatif  "
"1152","Netral",0,"mantap"
"1153","Netral",0,""
"1154","Netral",0,"aasi taikkk cicilan ater    juta  turun   juta"
"1155","Netral",0,"good"
"1156","Positif",2,"ok   i hamsetahun    lancar lancar aja kalo  tingkatkan  fitur makanan  minuman  bervariatif"
"1157","Netral",0," mudah"
"1158","Netral",0,"mudahan lancar"
"1159","Negatif",-1," terbantu  aasi   mudah  jalan   kota     negri"
"1160","Netral",0,"mantap"
"1161","Positif",1,"   refundtaana   dikembalikan"
"1162","Positif",1,"han teuntuk memilih hotel"
"1163","Positif",1,"bagus"
"1164","Negatif",-2," service b tat kesigab ga  cukuma  nanganin beberaasus trouble  k hotel oh ya  mohon  ue berkala  daftar hotel nya   keeat hotel  suda   kerja   "
"1165","Negatif",-4," kecewa banget ya  traveloka cs nya   nan yg aktif klo engga  ga   cs  chat ga  dwaban ky cs  yg bener  ngomong lgsg   traveloka eats ga  digunain trs nga  disitu  emg   nonaktifkan"
"1166","Negatif",-1,"mudah taiskon rbangan nya  ga "
"1167","Netral",0,"tholol msukin nama sahaan susah banget anjg"
"1168","Negatif",-1," ayaran  mudah  ribet"
"1169","Negatif",-1,"menebarkan kebencian"
"1170","Netral",0,"good"
"1171","Netral",0,"ok  membantu"
"1172","Positif",2,"membantu banget seneng bgt a aasi traveloka  aternya mendukung hobi  staycation n makan jg gam cm han resto nya msh  tingkatinlagi  bintanggg  traveloka"
"1173","Positif",1," cepat"
"1174","Positif",1," bagus"
"1175","Positif",1,"terbaikterima kasih traveloka"
"1176","Netral",0,"trimah kasi aasi traveloko"
"1177","Netral",0,"mantaosesnya"
"1178","Netral",0," membantu"
"1179","Positif",1,"terbaik dahh"
"1180","Netral",0,"in"
"1181","Netral",0,"  atin"
"1182","Netral",0,"alhamdulillah ya allah lengkaa"
"1183","Netral",0,"sx dds sex dzf xx xx wsrsx hd gfd to y f"
"1184","Netral",0,""
"1185","Positif",1," bagus"
"1186","Netral",0,"tdnya sg    i travelokattjak kejadian  kanisius yg a traveloka  enci islamanda benci islam tdk sadarkah   konsumen    umat islam"
"1187","Netral",0,"aasi yg  membantu"
"1188","Netral",0,"goood"
"1189","Positif",3,"alhamdulillah resdari cs nya cejadi    langsung nemn terima kasih admin "
"1190","Netral",0,"memudah  setiarjalanan  tiket mauhotel  harga  dibawah harga normal pertahankan  tingkatkan utk kean nggan"
"1191","Netral",0,"muantap"
"1192","Netral",0,"diskon yg "
"1193","Netral",0,"ama kali n hotel  traveloka semoga  mingecewakan"
"1194","Negatif",-1,"ajuan ater ditolak   uninstal ja lg ani  mudah sei iklannya yg  iklan ajaa"
"1195","Negatif",-1,"scan qris susah kebaca"
"1196","Netral",0,"aasi mantap"
"1197","Netral",0,"ok"
"1198","Positif",1,"cedan memudahkan"
"1199","Netral",0,""
"1200","Positif",1,"uji cobajika bagus  tmbh bintangnya"
"1201","Netral",0,"  i traveloka"
"1202","Negatif",-1," nyaman  travelokasudah  dulun hoteltiket watkereta adak ah mrnemui kendalawalau jarang berangkat sanan tiket wat   mudahtinggal klik klik aja"
"1203","Netral",0,"good"
"1204","Netral",0,"coba"
"1205","Positif",1," membantu   han utama dlm arian tiket  ina"
"1206","Negatif",-1,"jelek"
"1207","Netral",0,"easy use"
"1208","Netral",0,"ok"
"1209","Positif",1,"mudah  efisien"
"1210","Netral",0,"ujh"
"1211","Netral",0,"kirim buktiny"
"1212","Negatif",-1," membatu "
"1213","Netral",0,"good traveloka "
"1214","Netral",0,"ok"
"1215","Positif",1," install  tertunda mulu aasi  udh beres hdi lag buka aasi   close  atalan download  gabisa   install nih aasi traveloka  beberaevice bikin hror"
"1216","Positif",1,"bagus"
"1217","Netral",0,"memudah ayaran pbb"
"1218","Netral",0," memuaskan"
"1219","Netral",0,"aasi yg menyenangkan hati "
"1220","Netral",0,"bintang  aasi aneh ga  nambahin alamat"
"1221","Positif",1,"keren"
"1222","Netral",0,"bunga cicilannya      terjebak riba sei "
"1223","Positif",1,"bagus"
"1224","Netral",0,"thats good app"
"1225","Positif",3," traveloka liburan  lancar  nyaman terima kasih traveloka"
"1226","Netral",0,"ok mantasemoga   kendala"
"1227","Netral",0,"aasi  diskon hotelnya ngak fake  ng murah  aasi  walausudah diskon "
"1228","Netral",0,""
"1229","Negatif",-2,"reslama komn  sewa aemen yg  din  sesua deskridan foto penginakotor kumuh  layak tv mati lamamar mati   traveloka   solutif  berbelitbelit"
"1230","Positif",1,"memudahkan sanan"
"1231","Netral",0,"mantul"
"1232","Netral",0,"sim"
"1233","Netral",0,"manta"
"1234","Positif",1,"terbaik"
"1235","Netral",0,"ok"
"1236","Netral",0,"hotel  tertera  aasi   kerja   k hotel alhasil k hotel    cek in buang "
"1237","Netral",0,"payahhh"
"1238","Netral",0,"sngat "
"1239","Netral",0,"traveloka uda    ara  tgl  oktober   n tiket wat  dabegasi    tgl  oktober kiat dmail  traveloka klau rbanga   batalkandan  scejule ulang   rbagan tagasi  jdi kosong  dabagasidan  hbungin traveloka  bilang klau  uda  maskaykita dainformasi  maskaklau  tdk  maskaitu  traveloka dendiri si eli  ualdi  tdk ad camtangan"
"1240","Positif",3,"sumsebel banget  traveloka  kali  kecewa banget  travelokaawalnya tiket  diabatalkandan disuruh rescedhulesetelah  rescedhule  tambahan biaya lagidan yg bikin sebelnya   ganti tiket fasilitas rbangan nya  kgcs traveloka nya   call jg   ktersediaan  k maskaa  bantuan  iman    coba barang  banyakmasa iya bagasi  kg beli tiket mahal coba "
"1241","Positif",2,"aasi nyaman aman cei"
"1242","Netral",0,"mantap"
"1243","Netral",0,"ok"
"1244","Netral",0,"ok"
"1245","Netral",0,"we"
"1246","Netral",0,"mantap"
"1247","Netral",0,"terimakasih"
"1248","Positif",1,"snagat bagus"
"1249","Netral",0,"okr"
"1250","Netral",0,"goodjob"
"1251","Netral",0,"lancar  mudah"
"1252","Netral",0,"mudah n hotel  traveloka kadang  o jgdiskon jg"
"1253","Netral",0,"good"
"1254","Negatif",-1,"gak  ngomong ahanya berdoa aja  doa orang yg terzalimi in syaaa allah diijabah"
"1255","Positif",2,"samsaat  travelloka  yg ng is the best terima kasih utk voucher   yg  berkali kali   "
"1256","Positif",2," mudah  terima kasih traveloka   terdedi kelasnya ur the best"
"1257","Netral",0," membantu"
"1258","Netral",0,"puas  traveloka   membantu  menginaluar kota"
"1259","Positif",1,"bagus"
"1260","Negatif",-1," diudah gunaan aya ya "
"1261","Netral",0,"siiip"
"1262","Negatif",-2,"  rekomendasiin orang    ani  cocok ehh      jelek  aduan  tauga ga membantu  voucher   yg aternya error la   suruh cek berkala     ga tau sistemnya ngecewain banget si "
"1263","Netral",0,"good"
"1264","Positif",5,"ku kasih bintang   bintang  kemaren  rescedul tiket wat cilink fasilitas boking temduduk  bagasi dihilangkan h ni  boking temduduk  dihilangkan tk bagasi kenaarus dihilangkan   kirim kolewat cargo yg lumayan mahal     batam  kali kasih notif yg  diaasinya dimenu reskedul bagasi kg  hilang parahh"
"1265","Netral",0,"aavelokatiket  dtsabay f  ujicobamoga  "
"1266","Netral",0,"not hell"
"1267","Netral",0,"mantaap"
"1268","Netral",0,"mantaap"
"1269","Netral",0,"tes dlu"
"1270","Netral",0," membantu    o           yanan traveloka thanks traveloka"
"1271","Netral",0," membantu"
"1272","Netral",0," membantu"
"1273","Netral",0,"surat lunas   caturnusa finance  berlaku berlakunya  update slik ojk "
"1274","Netral",0,"muantep"
"1275","Netral",0,"mantaap"
"1276","Negatif",-1,"udah susah h to  gak bs    saldo gak ns  a  makan aja gak   transfer  atm   yg  gak  payah"
"1277","Netral",0,"simpel"
"1278","Netral",0,"sukabermanfaat "
"1279","Netral",0,"baikk"
"1280","Netral",0,"praktis"
"1281","Negatif",-1,"susah   booking bus"
"1282","Positif",1,"aasi terbaik disetiaiuntuk han hotel    traveloka xan  davoucher thanks traveloka"
"1283","Netral",0,"terimakasih ya  sangngat bagus "
"1284","Positif",1,"sumini aasi brengsek banget dah daylater gak samebln  jarang  jg e  lgs  blokir anen kocak aasi  haaaaaaaaa"
"1285","Netral",0,"ok"
"1286","Netral",0,"tis"
"1287","Netral",0,"layanannya cefast res"
"1288","Netral",0,"tdk ribet hemat "
"1289","Positif",1,"kereennnsangat memudahkan   beian"
"1290","Netral",0,"aasi yg  menguntungkan dng harga trmurah"
"1291","Netral",0," membantu"
"1292","Netral",0,"f zoo b"
"1293","Positif",1,"bagus"
"1294","Netral",0,"aasi  recomen"
"1295","Netral",0,"oje"
"1296","Netral",0,"f ed yuk b  rm"
"1297","Netral",0,"mantap"
"1298","Positif",1,"aasi nya keren"
"1299","Netral",0,"dikasih limit etter tk bs digunaiin  uma "
"1300","Netral",0,"mayan"
"1301","Netral",0,"good app"
"1302","Netral",0,"semoga  membantu "
"1303","Netral",0,"top"
"1304","Positif",1,"keren"
"1305","Netral",0,"mantap"
"1306","Positif",1,"mantab dech"
"1307","Netral",0,"goodjob"
"1308","Netral",0," membantu   terimakasih "
"1309","Netral",0," membantu alanan terimakasih traveloka"
"1310","Netral",0,"sulit tuk mendowoald"
"1311","Netral",0,"ok"
"1312","Positif",1," bagus  membantu   mudah"
"1313","Netral",0,"ceesnya"
"1314","Positif",1,"mantarima kasih traveloka"
"1315","Netral",0,"mantap"
"1316","Netral",0,""
"1317","Negatif",-1,"suka traveloka krn harga yg  dibayar sesuai yg tertera  aasi ngga u hitung k  ngga ribet "
"1318","Positif",1,"bagus"
"1319","Negatif",-3,"aasi ani n tiket air asia jam  berangkat   penang   medan air asia uda kasih form reschedule  minggu  taidak dikirim k traveloka    r tiket murah  r hot seat murah  r ongkos grab  bandara murah hotel pakek otak la  kek gini traveloka   tanggung  cuman dibantu reschedule tiket  air asia"
"1320","Positif",1,"terimakasih traveloka beli tiket   muda"
"1321","Positif",1,"bagus"
"1322","Netral",0," udah"
"1323","Positif",1,"mantaaasi recomended  travellerelesaian aduan  cepat"
"1324","Negatif",-1,"si ng nggak ribet    tinggal buka  aasi  traveloka "
"1325","Netral",0,"mantappp"
"1326","Positif",1,"aasi  bagus"
"1327","Netral",0,"good"
"1328","Netral",0,"suka"
"1329","Netral",0,"muantap bgt"
"1330","Netral",0,"mantap"
"1331","Netral",0,""
"1332","Netral",0,"mantan  "
"1333","Negatif",-2,"anehditawari ater jtbgtu  ajukan ditolak dgn alasan histori g baguskonyolll  sy g   urusan agi telat  ater manaani cm m ambil data ajahatiunistall sajahrg tiketnya mahal"
"1334","Positif",1,"  han  terbaik terimakasih traveloka"
"1335","Negatif",-1," cancel   ganti metode ayaran kamar nya    n "
"1336","Netral",0,"  login akun infonya akun  terverifikasi   sdh ah i  dalimit ater gmn sih"
"1337","Netral",0,"good"
"1338","Positif",1,"pelayanan  traveloka  mudah  cepat"
"1339","Negatif",-1,"vocernya hoax"
"1340","Positif",1,"ok trg kena biaya layanan"
"1341","Netral",0,"traveloka memudah alanan kemanaei ng kamwisata dll"
"1342","Negatif",-2," ga  berangkat  al lainhal  udah centang tuh  refund  nya taetea  ngan bayar refund udah taa  gunanya  aayar  gitu mah"
"1343","Netral",0,"travel mantap"
"1344","Negatif",-2,"simdan ga ribet"
"1345","Netral",0,"aampah"
"1346","Netral",0,"mantakali"
"1347","Negatif",-2,"maaf kk aasinya  iklan orang  main game muncul terusss tolong ya"
"1348","Negatif",-1,"rjaan mudah dr rumah   s"
"1349","Netral",0,"gdd"
"1350","Positif",1,"yanan bagus"
"1351","Positif",1," maju"
"1352","Netral",0,"thankyou for hel me traveloka i truly love this app"
"1353","Netral",0,"traveloka ok"
"1354","Netral",0," membantu "
"1355","Netral",0,"good"
"1356","Positif",3,"amasi traveloka tiket  hotel lifestyl þsetuju ku  reting bintang  harau semoga  sukses  sehat selaluaamiiiin   reting bintang  "
"1357","Netral",0,"good"
"1358","Netral",0,"oke"
"1359","Netral",0,"kereen aasinyaa"
"1360","Netral",0,"     kebanyakan iklannya hehe"
"1361","Netral",0,"good"
"1362","Negatif",-2,"fiturfiturnya  mudah dimi  gua   gak ribet  "
"1363","Netral",0," membantu"
"1364","Netral",0,"mudah  "
"1365","Netral",0," yɛ de mu"
"1366","Negatif",-1,"tiaftar ater isi alamat nya aja gak  kebukaq haaja aasinya"
"1367","Netral",0," aja deh  orang orang  suka aasi traveloka  nyaman dii  nggak bikin ng"
"1368","Netral",0,"ok "
"1369","Netral",0," "
"1370","Negatif",-1,"mohon   knaaylater  ga     belanja "
"1371","Positif",1,"bagus"
"1372","Netral",0,"ah    bill"
"1373","Positif",1," bagus"
"1374","Positif",2,"proses cemudah  efisien beli tiket wat  traveloka terima kasijlh"
"1375","Netral",0,""
"1376","Netral",0,"bagusss"
"1377","Netral",0," rekomended"
"1378","Netral",0,"mudah"
"1379","Netral",0," membantu   mudah  tis"
"1380","Netral",0,"mantap"
"1381","Netral",0,"mantap"
"1382","Netral",0,"click"
"1383","Positif",1,"terbaik"
"1384","Netral",0,""
"1385","Netral",0,""
"1386","Netral",0,"dah   beli tiket  aasi "
"1387","Netral",0,"oke"
"1388","Netral",0," membantu"
"1389","Negatif",-1,"    bus lintas jawasumatrasoalnya  bus   nama als   cari  gaada"
"1390","Negatif",-2,"biasany cari tiket  sll   kenaudah bbrainggu   cari tiket kereta all muncul tdk  rute"
"1391","Netral",0," membantu  interview amerika  terdekat  kedutaan"
"1392","Netral",0,"suduper"
"1393","Netral",0,"goooddddd"
"1394","Netral",0,"ka admin kenaekarang traveloka eat    traveloka later"
"1395","Netral",0,""
"1396","Positif",1,"bagus"
"1397","Netral",0,"  yg murah l yg u"
"1398","Positif",2,"terima kasih"
"1399","Netral",0,"mantap"
"1400","Netral",0,"exelent customer service"
"1401","Positif",1,"sllu bersahabat memudahkan sgla dlm travelingthx so much"
"1402","Netral",0," membantu"
"1403","Positif",1,"bagus"
"1404","Netral",0,"usefull"
"1405","Negatif",-1,"hati doble transaksi krn susah hubungi custemer servicenya   via chat  tlk bs"
"1406","Positif",1,"puas  cepat"
"1407","Netral",0,"memuaskan"
"1408","Netral",0," memuaskan"
"1409","Netral",0,"yanan   buruk aasi aneh   bisanya menjual tiket alanan    layani otor alanan  embang saman  k otor jgn   mohon maaf  ketidaknyamanan "
"1410","Netral",0,"u  no"
"1411","Netral",0,"mantap"
"1412","Netral",0,"ok"
"1413","Netral",0,"good"
"1414","Netral",0,"ok"
"1415","Netral",0,"cukumbantu"
"1416","Netral",0,"top"
"1417","Positif",1,"membantu    introvert    cek hotelhotel terbaik tinggal buka aasi aja nggak u tanyatanya "
"1418","Netral",0,"terimakasih travelokasangat membantu"
"1419","Netral",0,"oke sip"
"1420","Netral",0,"mantap"
"1421","Positif",1," kalo  beli tiket langsung  traveloka aja  serba mudah  berguna  "
"1422","Netral",0,"ok"
"1423","Netral",0,"r e uu vrf"
"1424","Netral",0,"cedan "
"1425","Positif",1,"terbaik"
"1426","Netral",0,"mudahmudahan membantu traveling    mudik"
"1427","Positif",1,"bagus"
"1428","Positif",1,"cinta banget  aasi traveloka   han metode ayaran   transaksi mudah  tis "
"1429","Netral",0,""
"1430","Netral",0,""
"1431","Negatif",-1,"banyakkin diskon perjalanan bus   pelit min"
"1432","Positif",1,"  mengina bold hotel   traveloka yanan ramah  kamar  memuaskan"
"1433","Positif",2,"kualitas bagus ayaran mudah   ng ing terjangkau    healing nggak u ng"
"1434","Netral",0,"gak bnyk onya"
"1435","Netral",0,"terimakasih rescepat"
"1436","Negatif",-3," bug  gimana ya   reschedule tiket wat    ubah nama m disitu mintanya wajib ud ktp taaya klik  gak   gimana coba  ud ktp nya"
"1437","Netral",0,"good"
"1438","Positif",1,"  keren"
"1439","Netral",0,"terbantu"
"1440","Positif",1," memudahkan interfacenya  friendly user"
"1441","Negatif",-4," bakelen tu suruh orang ud dokumen  ater taidak disetujui  alasan yg gak  awas data  tersebar aasi  berguna kusumn bangkrut "
"1442","Netral",0," aternya gak  banget    dikasih iklan ater suruh daftar bla giliran  setujui   i gak  karna alasan keamanan cs   jg  gk   n cash  aain"
"1443","Positif",1,"gammudah  cepat"
"1444","Netral",0,"ok"
"1445","Positif",2,"bagus banget "
"1446","Positif",1,"mudah  cepat"
"1447","Netral",0,"mantap"
"1448","Netral",0,"ok"
"1449","Positif",1," tunggu transaksi  mohon diepat"
"1450","Positif",2,"pesan kamar hotel  transfer   hotel h   nama nan  hotel  nama   refund  uang      sd   kerja  samekarang uang      "
"1451","Netral",0," mudah"
"1452","Netral",0,"aasi   membantu    mencari tiket transasi beserta hotel"
"1453","Netral",0,"click uang yg  jt ma si anak yg  ka dlu yu uuwwwwu yuyu u yuhuu  indonesia   zz  dunia     krn zat  yui jco jj j jk j jj j jgn j km j mk kk j mk jk kk j ujian linklink h hj j mm khh jj jj h jj jj thomson  indonesia  yg ya"
"1454","Netral",0,"ok"
"1455","Netral",0," membantu"
"1456","Netral",0,"good"
"1457","Positif",1,"lumayan"
"1458","Netral",0,"yanan ce"
"1459","Positif",1," bintang   nyoba "
"1460","Netral",0,"yanan cedan muxah"
"1461","Netral",0,"ok"
"1462","Negatif",-2,"  mengajukan refund          d kebijakan    reschedule     aasi  mengambil hak orang "
"1463","Netral",0,"very good"
"1464","Positif",1,"keren"
"1465","Negatif",-3,"    kenaai traveloka  hotel ga   buka   akses  google mabagaimana cari tau lokasi hotel nya   maya  buka skrng ga "
"1466","Netral",0,"good"
"1467","Netral",0,"good"
"1468","Netral",0," membantu"
"1469","Netral",0,"mantap"
"1470","Positif",1,"bagus  membantu"
"1471","Netral",0,"oke"
"1472","Positif",1,"memudahkan  urusan alanan"
"1473","Positif",1,"terbaik"
"1474","Positif",1,"tdk  ayaran via cimb niagagovo ataudanagimana donk"
"1475","Positif",2," membantu keluarga mencari rekomendasi inatembermain  anak watan  lainlainnya   voucher   waran menarik  yg sayang  dilewatkan"
"1476","Positif",1,"bagus"
"1477","Positif",1,"bagus"
"1478","Netral",0,"mantap"
"1479","Netral",0,"sebelnya gk   refund"
"1480","Netral",0," "
"1481","Positif",1,"sukses trs traveloka"
"1482","Positif",2,"bagus lumayan murah"
"1483","Negatif",-1," kemarin bayar cc   tf mbangking mandiri ko  gak   loadingnya  bener lemot"
"1484","Netral",0,"okesianjutkan"
"1485","Netral",0,"mantap"
"1486","Netral",0,"mantap"
"1487","Positif",1,"jalanjalan   terjangkau  promonya  banget tianggu   "
"1488","Netral",0,"the best"
"1489","Negatif",-4,"  instal    sajasamsaya ajukan etter udah dalimit jtx transaksi i etter limit  dikurangi  jt dg alasan  keterlambatan ayaran   jatuh temasti   bayaralasan   kaian mendadaksaya  i etter i   yg mendadak diluar rencana keuangan  kredit an    gagal bayar  limit  dikurangi  minimal limitnya "
"1490","Positif",1,"mksi traveloka  bermanfaat biar tdk i  beli    rumah"
"1491","Netral",0," membantu"
"1492","Netral",0,"nice"
"1493","Netral",0,"aasi beleng"
"1494","Netral",0,"sgt mbntu"
"1495","Netral",0," lengkangan  han diskon "
"1496","Netral",0,"tolong   ayaran bca yg via mbanking d aiki kya  kesusahan klo byar"
"1497","Positif",2,"nggak nyangka n tiket kereta  dakrisreme layanannya bagus banget traveloka keren "
"1498","Netral",0," suka"
"1499","Negatif",-1,"refundddd nya amdah otor bilang  dr  agustus samkrg   embangan ga   nih"
"1500","Positif",1,"nggak  masuk tolong develoditangani"
"1501","Positif",1,"aasi bagus"
"1502","Positif",2,"aasi   membantu  rbangsaya kasih bintang   karna  memulain"
"1503","Netral",0,"untung  a aasi traveloka    cari inaudah    aasinya  memudah"
"1504","Netral",0,"saking nyamannya i aasi traveloka samnggak  ah  aasi "
"1505","Netral",0,"mantap"
"1506","Negatif",-1,"navigasi fiturfiturnya sim  gam dijangkau  nggak bingung i aya"
"1507","Netral",0," detail   metode ayaran"
"1508","Negatif",-2,"aasi ga   nambahin nomor hande aja ga  asik server error  fiturnya kebanyakan error  bagus skrg ntahlah ga "
"1509","Netral",0,"traveloka is the best"
"1510","Netral",0,"knrga tiket wat f trevelloka berdedadiwktu yg  al aasi "
"1511","Netral",0,"ok"
"1512","Netral",0,"aasi   cocok cari tiket murah"
"1513","Netral",0,"mantap"
"1514","Netral",0," logout   login   gak  ketik luassword eh    member lha     n"
"1515","Positif",3,"  res  kasih bintang taekarang   kasih bintang   mendaftar eter susah banget  data   lengkap"
"1516","Netral",0,"limit   non aktifkan   daftar samkr blm ah       cek   non aktifkan hadeeeeh gak  dah"
"1517","Netral",0," membantu   elian tiket wat"
"1518","Netral",0,"dattr t bs dii gmn"
"1519","Positif",2,"bintang   sames refund         refund belom  gila banget  tggu kelanjutan nya   refund tiket ng          h banget"
"1520","Netral",0,"aasi ecut"
"1521","Netral",0,"ok"
"1522","Netral",0,"the best aor healing "
"1523","Positif",1,"  harga   terjangkau  inya kualitasnya  oke banget diskonnya nggak mainmain"
"1524","Netral",0," gunaan   mudah"
"1525","Netral",0,"good"
"1526","Positif",1,"keren"
"1527","Netral",0," membantu"
"1528","Netral",0,"traveloka isthe best"
"1529","Positif",1,"biaya admin kalo n tiket kereta  traveloka mahal banget promonya dikit  batas bayarnya  sebentar banget so  kalo  n tiket kereta  kai access aja"
"1530","Positif",1,"membantu banget  n tiket"
"1531","Netral",0,"oke"
"1532","Netral",0,"mantap"
"1533","Netral",0,"kenaa aterku gk    eat delivery     semenjak limitnya bertambah  gk   "
"1534","Netral",0,"staycation murah  traveloka"
"1535","Netral",0," membantu  alan"
"1536","Netral",0,"good easy"
"1537","Positif",1,"keren  ce terimakasih"
"1538","Positif",1,"terimakasih  membantu memudahkan alanan  "
"1539","Positif",1,"bagus"
"1540","Netral",0," membantu "
"1541","Positif",1,"bagus"
"1542","Negatif",-1,"   bagus taemaren rbangan dibatalkan maskamau  refund ga   kode verifikasi ga dikasih  tiket yg udah dibeli hangus  ba "
"1543","Netral",0,"best aicket hotel  at"
"1544","Netral",0,"healing bareng bestie  ah senyaman  thanks traveloka"
"1545","Negatif",-1,"aasi anti ribet  urusan n samcomnt   dilakuin   aasi"
"1546","Netral",0,"terimakasih traveloka"
"1547","Netral",0,"ok"
"1548","Netral",0,"ok"
"1549","Netral",0,"ccln tagihan murah"
"1550","Netral",0,"not bad la"
"1551","Negatif",-1,"kecewa bangke"
"1552","Netral",0,"bgus bgt"
"1553","Netral",0,"mantap"
"1554","Netral",0,"kenaelap"
